series,location,keywords,numpages,pages,booktitle,abstract,doi,url,address,publisher,isbn,year,title,author,ENTRYTYPE,ID,articleno,month,journal,issn,number,volume,issue_date,note
,,"Children, Ethics, Scoping Review, Artificial intelligence, Machine Learning, Ethical Computing",37,,,"The rapid rise of artificial intelligence (AI) within children’s lives presents urgent ethical challenges, particularly as many of these technologies are designed with limited attention to the specific needs and vulnerabilities of its youngest users. Despite AI’s growing presence, a clear understanding of how researchers are tackling these pertinent issues regarding children remains fragmented. As such, we present a scoping review that systematically maps 161 sources in the ethical landscape of AI in relation to children, categorised via predominant thematic interests. Results reveal a predominant focus on educational contexts, along with secondary focuses in healthcare and general societal issues. Furthermore, using the UNESCO ethical principles as a framework, we identify significant gaps within literature, particularly in the areas of transparency, accountability, and sustainability of AI. Through a systematic mapping of sources, this review reveals where progress has been made, but also where urgent attention is still necessitated.",10.1145/3745031,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3745031,"New York, NY, USA",Association for Computing Machinery,,2025,“Won’t somebody please (actually) think of the children?” AI Ethics for Children: A Scoping Review,"Collyer-Hoar, Gail and Rubegni, Elisa",article,10.1145/3745031,10,August,ACM J. Responsib. Comput.,,2,2,June 2025,
ASSETS '25,,"Visual Assistance Technologies, Privacy, Obfuscation, Artificial Intelligence, AI-enabled Privacy Techniques, Accessible Verification, Transparency",20,,Proceedings of the 27th International ACM SIGACCESS Conference on Computers and Accessibility,"Blind people use visual assistance technologies (VAT) to access visual information, yet VAT can expose blind people to privacy risks. Prior HCI research has studied and built AI-enabled obfuscation techniques to detect and remove private content. However, blind people cannot easily spot errors in obfuscation tools. Our paper explores how assessment descriptors, brief visual attributes of objects, may enable blind people to find errors. By conducting interviews and focus groups with blind participants, we found that certain assessment descriptors (color, dimensions, distance) are inadequate to support blind people. Instead, participants discussed assessment descriptors that better reflect their sensemaking process, such as describing multiple objects in a particular space. Expanding the scope of accessible verification beyond assessment descriptors, participants called for greater transparency on how AI-enabled privacy techniques are developed and emphasized the need to co-create training materials on using AI-enabled privacy techniques. Building from our findings and disability studies scholarship, our paper examines how sighted bias could produce assessment descriptors that neglect the needs of blind people and analyzes how participants’ preferred assessment descriptors contrast with existing standards of visual description. Lastly, we offer design directions to push for greater transparency in VAT and obfuscation tools.",10.1145/3663547.3746376,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3663547.3746376,"New York, NY, USA",Association for Computing Machinery,9798400706769,2025,“Trying to Piece It Together”: Exploring Accessible Error Detection in Emerging Privacy Techniques With Blind People,"Alharbi, Rahaf and Cheong, Angela D and Herskovitz, Jaylin and Brewer, Robin N. and Schoenebeck, Sarita",inproceedings,10.1145/3663547.3746376,18,,,,,,,
CHI '25,,"ChatGPT, LLM, Deceptive Design, Dark Patterns, Design Inspiration",20,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"With the recent advancements in Large Language Models (LLMs), web developers increasingly apply their code-generation capabilities to website design. However, since these models are trained on existing designerly knowledge, they may inadvertently replicate bad or even illegal practices, especially deceptive designs (DD). This paper examines whether users can accidentally create DD for a fictitious webshop using GPT-4. We recruited 20 participants, asking them to use ChatGPT to generate functionalities (product overview or checkout) and then modify these using neutral prompts to meet a business goal (e.g., “increase the likelihood of us selling our product”). We found that all 20 generated websites contained at least one DD pattern (mean: 5, max: 9), with GPT-4 providing no warnings. When reflecting on the designs, only 4 participants expressed concerns, while most considered the outcomes satisfactory and not morally problematic, despite the potential ethical and legal implications for end-users and those adopting ChatGPT’s recommendations.",10.1145/3706598.3713083,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3713083,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,"""Create a Fear of Missing Out"" - ChatGPT Implements Unsolicited Deceptive Designs in Generated Websites Without Warning","Krau\ss{}, Veronika and McGill, Mark and Kosch, Thomas and Thiel, Yolanda Maira and Sch\""{o}n, Dominik and Gugenheimer, Jan",inproceedings,10.1145/3706598.3713083,857,,,,,,,
UIST '25,,"AIGC, LVLMs, Progressive design, VR space authoring, Spatial design, Multimodal interface, Natural language input",22,,Proceedings of the 38th Annual ACM Symposium on User Interface Software and Technology,"Mixed reality platforms allow users to create virtual environments, yet novice users struggle with both ideation and execution in spatial design. While existing AI models can automatically generate scenes based on user prompts, the lack of interactive control limits users’ ability to iteratively steer the output. In this paper, we present EchoLadder, a novel human-AI collaboration pipeline that leverages large vision-language model (LVLM) to support interactive scene modification in virtual reality. EchoLadder accepts users’ verbal instructions at varied levels of abstraction and spatial specificity, generates concrete design suggestions throughout a progressive design process. The suggestions can be automatically applied, regenerated and retracted by users’ toggle control. Our ablation study showed effectiveness of our pipeline components. Our user study found that, compared to baseline without showing suggestions, EchoLadder better supports user creativity in spatial design. It also contributes insights on users’ progressive design strategies under AI assistance, providing design implications for future systems.",10.1145/3746059.3747659,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3746059.3747659,"New York, NY, USA",Association for Computing Machinery,9798400720376,2025,EchoLadder: Progressive AI-Assisted Design of Immersive VR Scenes,"Hou, Zhuangze and Tian, Jingze and Li, Nianlong and Ren, Farong and Liu, Can",inproceedings,10.1145/3746059.3747659,55,,,,,,,
C&amp;C '25,,"journaling, documentation",16,294–309,Proceedings of the 2025 Conference on Creativity and Cognition,"Analog journaling has grown in popularity, with journaling on paper encompassing a range of motivations, styles, and practices including planning, habit-tracking, and reflecting. Journalers develop strong personal preferences around the tools they use, the ideas they capture, and the layout in which they represent their ideas and memories. Understanding how analog journaling practices are individually shaped and crafted over time is critical to supporting the varied benefits associated with journaling, including improved mental health and positive support for identity development. To understand this development, we qualitatively analyzed publicly-shared journaling content from YouTube and Instagram and interviewed 11 journalers. We report on our identification of the journaling ecosystem in which journaling practices are shaped by materials, personal context, and communities, sharing how this ecosystem plays a role in the practices and identities of journalers as they customize their journaling routine to best suit their personal goals. Using these insights, we discuss design opportunities for how future tools can better align with and reflect the rich affordances and practices of journaling on paper.",10.1145/3698061.3726923,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3698061.3726923,"New York, NY, USA",Association for Computing Machinery,9798400712890,2025,"Crafting a Personal Journaling Practice: Negotiating Ecosystems of Materials, Personal Context, and Community in Analog Journaling","Lin, Katherine and Kawai-Yue, Juna and Sklar, Adira and Hecht, Lucy and Sterman, Sarah and Tseng, Tiffany",inproceedings,10.1145/3698061.3726923,,,,,,,,
CHI '25,,"video accessibility, ADHD, neurodivergence, audiovisual, captions, audio descriptions, neurodiversity",16,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Despite the growth of video as a medium, videos remain inaccessible to many people. Prior video accessibility research has focused primarily on blind and low vision or d/Deaf and hard of hearing audiences. However, the video watching experiences of people with ADHD are largely unexplored. Through semi-structured interviews with 20 participants self-identifying with ADHD, we uncovered video watching frustrations, current strategies for access, and desired accessibility features. Participants faced both overstimulation and understimulation from visuals and audio (e.g., flashing lights, slower speech), which impacted their attention, engagement, and information retention. Common strategies included altering video speed, using captions, and leveraging timestamps for skipping through videos. Participants desired adjustable sound channels for aiding focus, video summaries for retaining information, and warnings for preempting sensory discomfort. We close by discussing (1) design recommendations for platforms and creators to support users in achieving their viewing goals and (2) ADHD-inclusive design principles.",10.1145/3706598.3713637,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3713637,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,Shifting the Focus: Exploring Video Accessibility Strategies and Challenges for People with ADHD,"Jiang, Lucy and Ko, Woojin and Yuan, Shirley and Shende, Tanisha and Azenkot, Shiri",inproceedings,10.1145/3706598.3713637,561,,,,,,,
CHI '25,,"AI risk, responsible AI, AI model, model cards, risk report, harm, incident",26,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Risk reporting is essential for documenting AI models, yet only 14\% of model cards mention risks, out of which 96\% copying content from a small set of cards, leading to a lack of actionable insights. Existing proposals for improving model cards do not resolve these issues. To address this, we introduce RiskRAG, a Retrieval Augmented Generation based risk reporting solution guided by five design requirements we identified from literature, and co-design with 16 developers: identifying diverse model-specific risks, clearly presenting and prioritizing them, contextualizing for real-world uses, and offering actionable mitigation strategies. Drawing from 450K model cards and 600 real-world incidents, RiskRAG pre-populates contextualized risk reports. A preliminary study with 50 developers showed that they preferred RiskRAG over standard model cards, as it better met all the design requirements. A final study with 38 developers, 40 designers, and 37 media professionals showed that RiskRAG improved their way of selecting the AI model for a specific application, encouraging a more careful and deliberative decision-making. The RiskRAG project page is accessible at: https://social-dynamics.net/ai-risks/card.",10.1145/3706598.3713979,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3713979,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,RiskRAG: A Data-Driven Solution for Improved AI Model Risk Reporting,"Rao, Pooja S. B. and \v{S}\'{c}epanovi\'{c}, Sanja and Zhou, Ke and Bogucka, Edyta Paulina and Quercia, Daniele",inproceedings,10.1145/3706598.3713979,11,,,,,,,
,,"family, participatory design, social interaction, virtual reality",29,,,"Inter-generational communication plays a vital role in bridging generational gaps and fostering mutual understanding. However, it remains challenging due to differences in cultural norms, communication styles, and geographical separation. While prior studies have shown Virtual Reality (VR) as a medium that fosters a relaxed atmosphere and companionship, its capacity to address the nuanced dynamics of inter-generational dialogue, such as divergent values and relational intricacies, remains limited. To address this gap, we explored the opportunities of Artificial Intelligence (AI) to support inter-generational communication in VR. We developed three technology probes (e.g., Content Generator, Communication Facilitator, and Info Assistant) in VR and employed them in a probe-based participatory design study with twelve inter-generational pairs. Our results show that AI-powered VR facilitates inter-generational communication by enhancing mutual understanding, fostering conversation fluency, and promoting active participation. We also introduce several challenges when using AI-powered VR in supporting inter-generational communication and derive design implications for future VR platforms, aiming to improve inter-generational communication.",10.1145/3710924,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3710924,"New York, NY, USA",Association for Computing Machinery,,2025,AI as a Bridge Across Ages: Exploring The Opportunities of Artificial Intelligence in Supporting Inter-Generational Communication in Virtual Reality,"Du, Qiuxin and Wei, Xiaoying and Li, Jiawei and Kuang, Emily and Hao, Jie and Weng, Dongdong and Fan, Mingming",article,10.1145/3710924,CSCW026,May,Proc. ACM Hum.-Comput. Interact.,,2,9,May 2025,
C&amp;C '24,"Chicago, IL, USA","computer graphics, interactive systems and tools, motion graphics videos, user experience design",11,347–357,Proceedings of the 16th Conference on Creativity \&amp; Cognition,"Motion graphics authoring is a time-intensive endeavor, demanding proficiency in various feature-rich software. Automated, example-based solutions are now being explored to simplify the motion graphics creation process. To investigate how such streamlined authoring tools impact motion designers’ workflows and perceptions of creativity, we deployed an end-to-end motion graphics authoring tool to 14 users, spanning casual to professional design expertise. Our key findings reveal a dichotomy: casual designers embraced the tool’s automation, finding empowerment in its simplicity, even at the expense of losing narrative control. Conversely, professionals expressed reservations and raised concerns about the trade-offs between efficiency and creative autonomy. Notably, the level of automation in animation emerged as a point of contention, underscoring differing expectations between the two groups. Our work contributes insights into such nuances, offering implications for designing the next generation of motion graphics authoring tools that cater to a broad spectrum of creative aspirations and abilities.",10.1145/3635636.3656197,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3635636.3656197,"New York, NY, USA",Association for Computing Machinery,9798400704857,2024,How Example-Based Authoring of Motion Graphics Impacts Creative Expression: Differences in Perceptions of Professional and Casual Motion Designers,"Jahanlou, Amir and Chilana, Parmit K",inproceedings,10.1145/3635636.3656197,,,,,,,,
IUI '25,,"Cultural representation, LLM biases, under-represented topics, geographical divide, LLM auditing.",18,1499–1516,Proceedings of the 30th International Conference on Intelligent User Interfaces,"Recent advancements in Large Language Models (LLMs) have made them a popular information-seeking tool among end users. However, the statistical training methods for LLMs have raised concerns about their representation of under-represented topics, potentially leading to biases that could influence real-world decisions and opportunities. These biases could have significant economic, social, and cultural impacts as LLMs become more prevalent, whether through direct interactions—such as when users engage with chatbots or automated assistants—or through their integration into third-party applications (as agents), where the models influence decision-making processes and functionalities behind the scenes. Our study examines the biases present in LLMs recommendations of U.S. cities and towns across three domains: relocation, tourism, and starting a business. We explore two key research questions: (i) How similar LLM responses are, and (ii) How this similarity might favor areas with certain characteristics over others, introducing biases. We focus on the consistency of LLM responses and their tendency to over-represent or under-represent specific locations. Our findings point to consistent demographic biases in these recommendations, which could perpetuate a “rich-get-richer” effect that widens existing economic disparities.",10.1145/3708359.3712111,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3708359.3712111,"New York, NY, USA",Association for Computing Machinery,9798400713064,2025,Unequal Opportunities: Examining the Bias in Geographical Recommendations by Large Language Models,"Dudy, Shiran and Tholeti, Thulasi and Ramachandranpillai, Resmi and Ali, Muhammad and Li, Toby Jia-Jun and Baeza-Yates, Ricardo",inproceedings,10.1145/3708359.3712111,,,,,,,,
IMX '25,,"ARTV, Augmented, Reality, Television, Immersive, Media, AR, XR, Ornamentation, Passenger, Train",19,275–293,Proceedings of the 2025 ACM International Conference on Interactive Media Experiences,"Augmented Reality Television (ARTV) affords new ways to experience media – from displaying auxiliary information to increasing immersion with additional 3D models. Many people consume video content when travelling or commuting; accordingly, the benefits of ARTV in this context merit investigation. We conducted a study (N=20) exploring the effects of using ARTV Ornamentations when watching Game of Thrones on a train. We used Virtual Reality to simulate use of AR in a train carriage and evaluated four different levels of ARTV Ornamentation, from a simple floating panel through to themed models and interior textures that change to match the on-screen visuals. Results showed that Ornamentations matching the show’s genre were sufficient to provide an engaging and immersive experience, but Ornamentations themed to the show which changed based on the scene further elevated the experience. This means it is possible for passengers to have an immersive experience while commuting without significantly reducing their awareness of their environment. We also reflect on the implications of our work for an existing ARTV framework and propose the inclusion of several new aspects to encourage designers to consider the unique challenges and affordances of ARTV Ornamentations.",10.1145/3706370.3727854,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706370.3727854,"New York, NY, USA",Association for Computing Machinery,9798400713910,2025,Winter is Coming… To Your Commute: Adapting Passenger ARTV Ornamentations to Match On-screen Visuals For Enhanced Immersion in Fantasy Drama TV Content,"Christie, Iain and Wilson, Graham and McGill, Mark and Brewster, Stephen Anthony",inproceedings,10.1145/3706370.3727854,,,,,,,,
CHI '25,,"Goal-driven Analogies, Analogical Transfer, Design Creativity, Ideation, Large Language Models",29,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"We present BioSpark, a system for analogical innovation designed to act as a creativity partner in reducing the cognitive effort in finding, mapping, and creatively adapting diverse inspirations. While prior approaches have focused on initial stages of finding inspirations, BioSpark uses LLMs embedded in a familiar, visual, Pinterest-like interface to go beyond inspiration to supporting users in identifying the key solution mechanisms, transferring them to the problem domain, considering tradeoffs, and elaborating on details and characteristics. To accomplish this BioSpark introduces several novel contributions, including a tree-of-life enabled approach for generating relevant and diverse inspirations, as well as AI-powered cards including ‘Sparks’ for analogical transfer; ‘Trade-offs’ for considering pros and cons; and ‘Q&amp;A’ for deeper elaboration. We evaluated BioSpark through workshops with professional designers and a controlled user study, finding that using BioSpark led to a greater number of generated ideas; those ideas being rated higher in creative quality; and more diversity in terms of biological inspirations used than a control condition. Our results suggest new avenues for creativity support tools embedding AI in familiar interaction paradigms for designer workflows.",10.1145/3706598.3714053,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3714053,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,BioSpark: Beyond Analogical Inspiration to LLM-augmented Transfer,"Kang, Hyeonsu B and Lin, David Chuan-En and Chen, Yan-Ying and Hong, Matthew K. and Martelaro, Nikolas and Kittur, Aniket",inproceedings,10.1145/3706598.3714053,653,,,,,,,
IDC '24,"Delft, Netherlands","Children, Games for health, Gamification, Speech assessment",16,232–247,Proceedings of the 23rd Annual ACM Interaction Design and Children Conference,"Assessing speech disorders in early childhood is challenging, and Speech-Language Pathologists (SLPs) play a key role in addressing such a challenge. However, tools that support speech assessment are often not child-friendly, and SLPs struggle to keep young patients engaged. To compensate, we introduce &nbsp;ArticuMotion, a child-friendly app that supports the assessment of speech disorders while engaging children in gamified experiences. We use participatory design to co-create ArticuMotion with SLPs and test the resulting product in a user study with nine preschool children. ArticuMotion has promise as a gamified assessment for motor speech disorders and shows a potential avenue for designing clinical tools that are useful while being child-friendly.",10.1145/3628516.3655815,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3628516.3655815,"New York, NY, USA",Association for Computing Machinery,9798400704420,2024,ArticuMotion: Towards Assessing Motor Speech Disorders via Gamification,"Alsebayel, Ghada and Nasri, Mahsa and Myers, Caleb P. and Troiano, Giovanni M and Hatamimajoumerd, Elaheh and Ostadabbas, Sarah and Allison, Kristen and Harteveld, Casper",inproceedings,10.1145/3628516.3655815,,,,,,,,
,,"Pattern recognition, Big Data, Music, Patterns, Artificial intelligence, Multimedia Information Processing, Neural networks",,,,"Music is a form of art in which the sounds are timed and organized. Music is a kind of entertainment that mixes sounds in a way that people like, find fascinating, or to which they desire to dance. Most music is created via one or more people's vocal or instrumental efforts. By the dictionary, music is defined as having at least one of the following three elements: rhythm, melody, and harmony. Music is utilized in therapy because of its apparent benefits on behavior. Various physiological circumstances have different metabolite expression patterns that can be studied using pattern recognition in multimedia information processing. Music therapy includes various activities, including singing, playing instruments, dancing, and listening to music. Music-making with artificial intelligence (AI) uses neural networks, which are massive collections of computer bits that aim to stimulate brain activity. The neural network (NN) may be bombarded with music to see if it picks up on patterns the way the human brain does when repeatedly exposed to new stimuli. It will get the hang of them eventually. Experts believed that AI would be unable to generate music unless it first mimics a human-created data collection. By providing a conceptual paradigm for multimedia information processing. The end effect will be entirely different depending on how many hours of music are placed into it. For AI to learn from patterns or features in data on its own, it needs big data (BD), fast, repeated processing, and complex algorithms. The use of technology makes the process of creating analytical models much faster. A new AI-BD tool is an opportunity, not a danger for people currently working as artists. People are beginning to ask what constitutes acceptable work as AI grows more prominent in the music and art industries to gain efficiency of 97.8\%. Future music will be heavily impacted by listeners' bodies and emotions all the time. For example, wearable technology may detect a person's mood and play the music that matches it. It is the next step in personalization. The AI-BD methodology improves the efficiency, accuracy, etc., compared to other existing models by gaining 97.8\%, performance analysis 97.2\%, reliability ratio 95.6\%, and survivability analysis 98.2\%.",10.1145/3523284,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3523284,"New York, NY, USA",Association for Computing Machinery,,2023,Research on pattern recognition of different music types in the context of AI with the help of multimedia information processing,"Sun, Wei and Sundarasekar, Revathi",article,10.1145/3523284,,February,ACM Trans. Asian Low-Resour. Lang. Inf. Process.,2375-4699,,,,Just Accepted
DIS '24,"Copenhagen, Denmark","Human-AI Interaction, Large Language Model, Question-and-Answer, Research Promotion",20,975–994,Proceedings of the 2024 ACM Designing Interactive Systems Conference,"Research promotion enables researchers to share advanced knowledge with pertinent academic communities. The question-and-answer (QA) style articles are effective for researchers to promote their research by enabling readers to understand research on complex subjects. Recent advances in large language models (LLMs) have opened avenues for supporting researchers in creating QA-style articles for research promotion. However, without the authors’ involvement, these models may only partially capture the researcher’s intention and voice. We developed AQUA, a research probe that enables researchers to co-create QA-style articles with LLMs to promote their research papers. A user study (n=12) reveals that LLMs reduced authors’ burden and helped them understand the readers’ perspectives. Nevertheless, LLMs failed to capture the unique intent of the authors, and their automated generation discouraged authors from carefully revising their answers. Based on our findings, we discuss human-LLM interaction design to enable authors to create QA-style articles that reflect their intention.",10.1145/3643834.3660705,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3643834.3660705,"New York, NY, USA",Association for Computing Machinery,9798400705830,2024,Co-Creating Question-and-Answer Style Articles with Large Language Models for Research Promotion,"Lim, Hyunseung and Cho, Ji Yong and Kim, Taewan and Park, Jeongeon and Shin, Hyungyu and Choi, Seulgi and Park, Sunghyun and Lee, Kyungjae and Kim, Juho and Lee, Moontae and Hong, Hwajung",inproceedings,10.1145/3643834.3660705,,,,,,,,
CHI '25,,"Social virtual realities, avatars, design guidelines, disability representation, diversity and inclusion",26,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Avatar is a critical medium for identity representation in social virtual reality (VR). However, options for disability expression are highly limited on current avatar interfaces. Improperly designed disability features may even perpetuate misconceptions about people with disabilities (PWD). As more PWD use social VR, there is an emerging need for comprehensive design standards that guide developers and designers to create inclusive avatars.  Our work aim to advance the avatar design practices by delivering a set of centralized, comprehensive, and validated design guidelines that are easy to adopt, disseminate, and update. Through a systematic literature review and interview with 60 participants with various disabilities,  we derived 20 initial design guidelines that cover diverse disability expression methods through five aspects, including avatar appearance, body dynamics, assistive technology design, peripherals around avatars, and customization control. We further evaluated the guidelines via a heuristic evaluation study with 10 VR practitioners, validating the guideline coverage, applicability, and actionability. Our evaluation resulted in a final set of 17 design guidelines with recommendation levels.",10.1145/3706598.3714230,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3714230,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,Inclusive Avatar Guidelines for People with Disabilities: Supporting Disability Representation in Social Virtual Reality,"Zhang, Kexin and Spencer, Edward Glenn Scott, Jr. and Manikandan, Abijith and Li, Andric and Li, Ang and Yao, Yaxing and Zhao, Yuhang",inproceedings,10.1145/3706598.3714230,560,,,,,,,
DIS '23,"Pittsburgh, PA, USA","User experience, artificial intelligence, human-centered AI, ideation",21,2326–2346,Proceedings of the 2023 ACM Designing Interactive Systems Conference,"Advances in artificial intelligence have enabled unprecedented technical capabilities, yet making these advances useful in the real world remains challenging. We engaged in a Research through Design process to improve the ideation of AI products and services. We developed a design resource capturing AI capabilities based on 40 AI features commonly used across various domains. To probe its usefulness, we created a set of slides illustrating AI capabilities and asked designers to ideate AI-enabled user experiences. We also incorporated capabilities into our own design process to brainstorm concepts with domain experts and data scientists. Our research revealed that designers should focus on innovations where moderate AI performance creates value. We reflect on our process and discuss research implications for creating and assessing resources to systematically explore AI’s problem-solution space.",10.1145/3563657.3596058,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3563657.3596058,"New York, NY, USA",Association for Computing Machinery,9781450398930,2023,Creating Design Resources to Scaffold the Ideation of AI Concepts,"Yildirim, Nur and Oh, Changhoon and Sayar, Deniz and Brand, Kayla and Challa, Supritha and Turri, Violet and Crosby Walton, Nina and Wong, Anna Elise and Forlizzi, Jodi and McCann, James and Zimmerman, John",inproceedings,10.1145/3563657.3596058,,,,,,,,
WWW '24,"Singapore, Singapore","article recommendation, large language models, user constant viewing flow, user instant viewing flow",10,83–92,Companion Proceedings of the ACM Web Conference 2024,"This paper proposes the USer ViewING FLow ModEling (SINGLE) method for the article recommendation task, which models the user constant preference and instant interest from user-clicked articles. Specifically, we first employ a user constant viewing flow modeling method to summarize the user's general interest to recommend articles. In this case, we utilize Large Language Models (LLMs) to capture constant user preferences from previously clicked articles, such as skills and positions. Then we design the user instant viewing flow modeling method to build interactions between user-clicked article history and candidate articles. It attentively reads the representations of user-clicked articles and aims to learn the user's different interest views to match the candidate article. Our experimental results on the Alibaba Technology Association (ATA) website show the advantage of SINGLE, achieving a 2.4\% improvement over previous baseline models in the online A/B test. Our further analyses illustrate that SINGLE has the ability to build a more tailored recommendation system by mimicking different article viewing behaviors of users and recommending more appropriate and diverse articles to match user interests.",10.1145/3589335.3648305,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3589335.3648305,"New York, NY, USA",Association for Computing Machinery,9798400701726,2024,Modeling User Viewing Flow using Large Language Models for Article Recommendation,"Liu, Zhenghao and Chen, Zulong and Zhang, Moufeng and Duan, Shaoyang and Wen, Hong and Li, Liangyue and Li, Nan and Gu, Yu and Yu, Ge",inproceedings,10.1145/3589335.3648305,,,,,,,,
SIGCITE '25,,"Quantum networking education, AI-assisted learning, quantum workforce development",7,127–133,Proceedings of the 26th ACM Annual Conference on Cybersecurity \&amp; Information Technology Education,"This paper presents Sonata, an AI-agent-assisted platform designed to address the challenges of educating students in secure quantum-classical hybrid networking. By integrating a multi-agent AI framework with a quantum-classical network simulator and a learning objects repository, Sonata offers a hands-on, interactive learning environment. The platform leverages large language models to provide conversational interfaces, personalized feedback, and scenario generation, enabling students to explore complex quantum networking concepts without requiring extensive prior expertise. The system includes a user-friendly GUI for designing network topologies, a Python API for programmatic control, and educational modules tailored to various knowledge levels. Sonata aims to bridge the gap in quantum education by making transdisciplinary concepts accessible, fostering experiential learning, and preparing a workforce proficient in quantum information sciences.",10.1145/3769694.3771146,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3769694.3771146,"New York, NY, USA",Association for Computing Machinery,9798400722400,2025,AI Agents Assisted Platform for Secure Quantum-Classical Networking Education,"Parakh, Abhishek and Subramaniam, Mahadevan",inproceedings,10.1145/3769694.3771146,,,,,,,,
CHI '24,"Honolulu, HI, USA","Large language models, creativity support, design space, dimensional exploration, human-AI co-creation, human-AI interaction",26,,Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,"Thanks to their generative capabilities, large language models (LLMs) have become an invaluable tool for creative processes. These models have the capacity to produce hundreds and thousands of visual and textual outputs, offering abundant inspiration for creative endeavors. But are we harnessing their full potential? We argue that current interaction paradigms fall short, guiding users towards rapid convergence on a limited set of ideas, rather than empowering them to explore the vast latent design space in generative models. To address this limitation, we propose a framework that facilitates the structured generation of design space in which users can seamlessly explore, evaluate, and synthesize a multitude of responses. We demonstrate the feasibility and usefulness of this framework through the design and development of an interactive system, Luminate, and a user study with 14 professional writers. Our work advances how we interact with LLMs for creative tasks, introducing a way to harness the creative potential of LLMs.",10.1145/3613904.3642400,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3613904.3642400,"New York, NY, USA",Association for Computing Machinery,9798400703300,2024,Luminate: Structured Generation and Exploration of Design Space with Large Language Models for Human-AI Co-Creation,"Suh, Sangho and Chen, Meng and Min, Bryan and Li, Toby Jia-Jun and Xia, Haijun",inproceedings,10.1145/3613904.3642400,644,,,,,,,
CHI '25,,"Assistive Technologies, Wearables, BLV People",25,,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Assistive technologies (ATs) have the potential to empower blind and low vision (BLV) people. Yet, they often remain underutilised due to their immobility and limited applicability across scenarios. This paper presents LifeInsight, an AI-powered assistive wearable&nbsp;for BLV people&nbsp;that uses a wearable camera, microphone and single-click interface for goal-oriented visual querying. To inform the design of LifeInsight, we first collected a corpus of BLV people’s daily experiences using video probes and interviews. Ten BLV people&nbsp;recorded their daily experiences over one week using GoPro cameras, providing empirical insights. Based on these, we report on LifeInsight&nbsp;and its evaluation with 13 BLV people&nbsp;across six scenarios. LifeInsight&nbsp;effectively responded to visual queries, such as distinguishing between jars or identifying the status of a candle. Drawing on our work, we conclude with key lessons and practical recommendations to guide future research and advance the development and evaluation of AI-powered assistive wearables.",10.1145/3706598.3713486,https://doi-org.ez24.periodicos.capes.gov.br/10.1145/3706598.3713486,"New York, NY, USA",Association for Computing Machinery,9798400713941,2025,LifeInsight: Design and Evaluation of an AI-Powered Assistive Wearable for Blind and Low Vision People Across Multiple Everyday Life Scenarios,"Mathis, Florian and Sch\""{o}ning, Johannes",inproceedings,10.1145/3706598.3713486,295,,,,,,,
